folder,pictures,file,type,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,slider_valence.response,slider_arousal.response,slider_arousal.rt,participant,session,date,expName,psychopyVersion,frameRate,
Pictures/,1040.jpg,Pictures/1040.jpg,NegH,0,0,0,0,93.0,None,None,,001,2019_Jun_19_1857,SAM,3.0.6,59.9806426398587,
